芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
高峯 淳子,たかみね じゅんこ,12月5日,大阪府大阪市,淀川女子高等学校,理想の高い峰を目指して頑張るように,マルちゃん,,1958年,
千波 静,ちなみ しずか,8月15日,東京都,東京都立八潮高等学校,姉の芸名と本名を合わせる,シーちゃんシズコちゃん,男役,1962年,息子は松岡修造、孫は稀惺かずと
千代里 しのぶ,ちよざと しのぶ,12月14日,大阪府大阪市,相愛学園,義兄（横綱千代の山）の里を偲ぶ,ミキちゃん,,1965年,
十和田 瑠美,とわだ るみ,8月5日,青森県青森市,大阪音楽高等学校,出身地,ルミさん,,1959年,
那月 ひとみ,なづき ひとみ,9月30日,兵庫県神戸市,芦屋女子学園,家族で決定,ユッコユキちゃん,,1975年,
新月 みつる,にいづき みつる,11月1日,神奈川県横浜市,フェリス女学院,葦原邦子が命名,チューコ,,1959年,
錦 光世,にしき みつよ,2月23日,神奈川県横浜市,調布学園,,モッちゃん,,1964年,
虹乃 千恵,にじの ちえ,6月16日,東京都,光塩女子学園,知人が命名,アラコ,,1959年,
鳩美 ひかる,はとみ ひかる,1月1日,茨城県石岡市,茨城県立水戸第三高等学校,父が命名,マクちゃん,,1962年,
葉山 三千子,はやま みちこ,7月21日,京都府京都市上京区,同志社女子高等学校,比叡山大阿闍梨が命名,コンセイ,娘役,1996年,
春苑 照子,はるぞの てるこ,1月9日,大阪府池田市,武庫川学院高等学校,万葉集,ゴロちゃんヒロちゃん,,1961年,
久方 春代,ひさかた はるよ,5月4日,三重県桑名市,三重県立桑名高等学校,百人一首,ミネ,,1965年,
冨士 峰子,ふじ みねこ,10月25日,大阪府池田市,梅花中学校,父が命名,ノッコノコちゃん,,1963年,
松濤 しぶき,まつなみ しぶき,1月26日,東京都,富士見中学校,,のり子,,1964年,日本舞踊・猿若吉晈
松本 悠里,まつもと ゆり,9月19日,神奈川県,神戸松蔭女子学園,日本舞踊名取名,ミエコちゃん,娘役,2021年,日本舞踊・松本尚術
美樹 龍子,みき りゅうこ,10月8日,福岡県柳川市,福岡女学院,尊敬する上級生が命名,ママ,,1960年,
碧川 澄子,みどりかわ すみこ,10月12日,中華人民共和国大連市,成徳学園,武庫の清流に因み、清く美しくありたいと願って,マチコちゃん,,1959年,
南川 由美,みなかわ ゆみ,1月31日,大阪府大阪市,大阪女学院,上級生が命名,ペラ子,,1958年,
美波 万里子,みなみ まりこ,6月27日,大阪府大阪市,殿馬場学園,出生地の海に因む,ミナミちゃんチイちゃん,,1965年,
美保 津久志,みほ つくし,2月19日,大阪府豊中市,梅花学園,父が命名,オミチ,,1966年,
美和 久百合,みわ ひさゆり,7月21日,山口県山口市,島根大学教育学部附属中学校,父が命名,ミワク一休,男役→娘役,1967年,
若杉 れい子,わかすぎ れいこ,8月17日,東京都,東京都立墨田川高等学校,両親が命名,コバヤシ,,1961年,
若羽 みどり,わかば みどり,5月15日,大阪府大阪市,大阪市立扇町高等学校,,ヨーちゃん,,1967年,
