芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
清月輝,きよづき てる,9月23日,和歌山県,和歌山県立星林高等学校,尊師が命名,シショウチョウコ,両役,1970年,在団中に航空機墜落事故で死去
湖上えりか,こじょう えりか,1月3日,東京都,千代田学園,家族で考案,オマメちゃん,,1971年,
小松美保,こまつ みほ,5月18日,東京都,川村学園,尾上松禄が命名,ケイコちゃん,娘役,1980年,日本舞踊・藤間藤美衛
桜圭子,さくら けいこ,3月14日,山口県,山口中央高等学校,桜内義雄が命名,,,1974年,
幸ひとみ,さち ひとみ,3月23日,東京都,山崎学園富士見高等学校,家族で考案,カーコ,,1969年,
皐月純,さつき じゅん,5月12日,神奈川県,成美学園,生月（5月）に因む,クマ,,1974年,
信貴みさお,しぎ みさお,2月25日,大阪府,大谷学園,家族で考案,エンジボーヤ,,1969年,
白樺いずみ,しらかば いずみ,7月7日,兵庫県,芦屋女子高等学校,家族で考案,アヤコさん,,1970年,
真珠みはる,しんじゅ みはる,7月27日,大阪府,豊中第一中学校,家族で考案,ウーちゃん,,1973年,
園生ゆかり,そのお ゆかり,7月5日,大阪府,梅花学園,自分で考案,ユキちゃん,,1968年,
高嶺みき,たかね みき,2月15日,愛媛県,東雲学園,父が命名,アコちゃん,,1970年,
環木めぐみ,たまき めぐみ,11月22日,大阪府,夕陽ヶ丘中学校,本名,メグミ,,1969年,改名後・月美也りさ（つきみや りさ）
千木たかし,ちぎ たかし,11月21日,兵庫県神戸市,星陵高等学校,宮の千木のように高く立派に,ミユキ,,1977年,
千歳ひろみ,ちとせ ひろみ,7月28日,大阪府,学習院,,ハッコちゃん,,1970年,改名後・上園万里（かみぞの まり）
千花さち代,ちばな さちよ,10月4日,埼玉県和光市,東邦高等学校,自分で考案,サチヨちゃん,,1978年,
円木理,つぶらぎ まこと,1月20日,神奈川県,鶴見女子高等学校,自分で考案,ハンちゃん,,1973年,
那須美景,なす みかげ,10月26日,東京都,精華学園,那須高原に因む,ショピン,,1971年,
七津あけみ,なつ あけみ,5月16日,兵庫県,精道中学校,家族で考案,クミ,,1973年,
夏城樹,なつしろ みき,8月6日,兵庫県,伊丹市立高等学校,自分で考案,ラビちゃん,,1973年,
那ノ宮かほる,なのみや かおる,9月17日,福岡県,雙葉女学園,家族で考案,キョウコちゃん,,1968年,
花野瀬かすみ,はなのせ かすみ,9月6日,兵庫県,武庫川学院,知人が命名,トヨコちゃん,,1975年,
濱千尋,はま ちひろ,12月16日,兵庫県,芦屋女子学園,白井鐵造が命名,ヤエコメトロ,,1972年,
万鯉たつ美,まり たつみ,2月6日,東京都,順心女子学園,家族で考案,トットスギ,,1973年,
マリアン・サヴェール,まりあん さべーる,7月29日,神奈川県,桜美林学園,知人が命名,マリー,,1968年,
曼珠はるか,まんじゅ はるか,2月16日,東京都,山脇学園,知人が命名,カナちゃん,,1970年,
三井魔乎,みつい まこ,8月18日,東京都中野区,中野区立第六中学校,姓名判断,マコちゃん,,1979年,姪は花野じゅりあ
美濃ゆたか,みのう ゆたか,8月31日,東京都,実践女子学園,家族で考案,ガイチ,,1973年,姪は初風緑
三原志麻,みはら しま,9月9日,台湾,神戸成徳学園高等学校,,モンサマ,,1976年,改名後・三原淳（みはら じゅん）
雅さち,みやび さち,3月28日,大阪府,桜塚高等学校,本名,お姉ちゃん,,1973年,
三代まさる,みよ まさる,1月3日,広島県,比治山女子学園,尊師が命名,アトム/シホコ,,1977年,
室町あかね,むろまち あかね,10月8日,東京都,山脇学園,知人が命名,ミーコ/コーザイさん,,1979年,俳優振付師
藻刈乙江,もかり おとえ,6月10日,大阪府,池田中学校,恩師が命名,ヨウちゃん,,1974年,
桃千景,もも ちかげ,2月20日,東京都,宝仙学園,家族で考案,マミ,,1974年,
八郷幸,やざと さち,,大阪府,相愛高等学校,家族で考案,セッちゃん,,1968年,
八十なつみ,やそ なつみ,10月4日,東京都,国立音楽大学附属高等学校,自分で考案,シゲコオモコちゃん,,1969年,
八千代まり,やちよ まり,7月24日,兵庫県,相愛高等学校,家族で考案,マリちゃんポッポ,,1971年,
由槻かおる,ゆつき かおる,7月6日,静岡県,静岡常葉高等学校,父が考案,フジエ,,1968年,
弓千晶,ゆみ ちあき,1月25日,東京都,川村学園,家族で考案,ヨーチン,,1968年,歌手・前野曜子
若竹なほみ,わかたけ なおみ,7月14日,東京都,東京学芸大学附属中学校,家族で考案,ノロちゃん,,1972年,
