芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
紅 うばら,くれない うばら,3月8日,東京都,日本女子大学附属高等学校,,タツコ,,1956年,
小城 しのぶ,こしろ しのぶ,11月21日,京都府京都市,京都女子学園,島崎藤村の詩集,オフデ,,1965年,
近衛 真理,このえ まり,4月6日,兵庫県,鷹匠中学校,尊師が命名,マリちゃん,男役,1969年,妹は近衛杏
桜 京子,さくら きょうこ,10月13日,大阪府,松蔭女学院,本名,,,1961年,改名後・花山京子（はなやま きょうこ）
篠宮 朝美,しのみや あさみ,12月3日,東京都,富士見高等女学校,,ヨシエさん,,1964年,改名後・篠原朝美（しのはら あさみ）妹は高毬子
島浦 真帆,しまうら まほ,9月18日,兵庫県神戸市,夢野台高等学校,白井鐵造が命名,,,1958年,
白菊 八千代,しらぎく やちよ,12月27日,大阪府大阪市,大阪市立東高等学校,最も好きな花の名前,キクちゃんクラもっちゃん,,1959年,娘は出雲綾
白帆 真弓,しらほ まゆみ,7月21日,京都府,京都女子学園,,サッコ,,1966年,
高美 八千代,たかみ やちよ,2月5日,兵庫県尼崎市,神戸女学院,,トシコ,,1955年,
滝川 末子,たきがわ すえこ,6月26日,兵庫県,園田学園,百人一首より母の芸名を襲名,セッちゃんセツコ,,1969年,
谷 慶子,たに けいこ,8月7日,大阪府大阪市,梅花学園,本名と兄の好きな名前を合わせる,ハセ,,1956年,
玉井 晃代,たまい あきよ,7月29日,岡山県岡山市,操山高等学校,氏神の玉井宮に因む,ケンちゃん,,1963年,
多摩川 濤子,たまがわ なみこ,5月28日,東京都,樟蔭高等学校,長唄・多摩川,ウーチャンヒロボー,,1965年,妹は多摩川登季子
環 三千世,たまき みちよ,8月16日,兵庫県神戸市須磨区,成安高等学校,,ミッちゃん,,1958年,俳優
千舟 朝子,ちふね あさこ,5月21日,兵庫県神戸市,神戸高等学校,,和ちゃん,,1964年,
野城 ゆかり,のしろ ゆかり,1月9日,東京都,立教女学院,,キッコクワ,,1957年,
花吹 美東里,はなぶき みどり,9月17日,東京都,白百合学園,中原淳一から貰う,,,1958年,妹は東いさみ
春乃 紀美子,はるの きみこ,8月30日,大阪府大阪市,樟蔭高等学校,,ハシモッちゃん,,1961年,
日夏 有里,ひなつ ゆり,7月21日,兵庫県,同志社女子中学校,父が命名,ミッちゃん,,1969年,改名後・日夏悠里（ひなつ ゆり）夫は小山田宗徳
藤 つくば,ふじ つくば,7月23日,東京都,駒場高等学校,日本舞踊教師が命名,カズエちゃん,,1958年,娘は大樹ひろと
星月 みちる,ほしづき みちる,10月22日,兵庫県神戸市,松蔭女子学院,,ズンさん,,1960年,
帆高 千濤,ほだか ちなみ,5月3日,兵庫県神戸市,甲子園学院,「帆高くあげて船出する」意で家族が命名,洋トン,,1961年,
穂摘 佑子,ほつみ ゆうこ,9月7日,岡山県岡山市,天王寺高等学校,,ハルちゃん,,1960年,改名後・高千穂佑子（たかちほ ゆうこ）
真木 弥生,まき やよい,12月10日,福岡県,柳城中学校,上級生が命名,ヤヨイオオガモちゃん,,1961年,
万里 洋子,まり ようこ,5月17日,中華人民共和国上海市,鳴尾高等学校,万里の長城,洋ちゃん,,1957年,
美園 恵子,みその けいこ,4月7日,大阪府大阪市,松山済美高等学校,内海重典が命名,アイコちゃん,,1962年,
南 あきら,みなみ あきら,3月13日,大阪府大阪市,帝塚山学院,,エミー,,1958年,改名後・南美千子（みなみ みちこ）
武蔵野 裕美,むさしの ひろみ,5月4日,東京都,鷗友学園,東京の地に因む,ヤッコ,,1960年,娘は森奈みはる
八千帆 茅奴美,やちほ ちぬみ,10月16日,兵庫県,松蔭女子学院,,チヌミ,,1969年,改名後・杉四季子（すぎ しきこ）
雪路 かよひ,ゆきじ かよい,11月28日,神奈川県鎌倉市,青山学院,秩父宮妃勢津子殿下が命名,,,1957年,
吉谷 光代,よしたに みつよ,7月16日,岡山県,神戸大橋中学校,白井鐵造が命名,カズ子,,1957年,姉は布都美英子
鯉城 万里子,りじょう まりこ,4月8日,中華人民共和国大連市,神戸成徳学園,本籍地・広島の広島城の別名に因む,レイコちゃん,,1990年,妹は碧川澄子
